tick,controller.r_roll,controller.r_pitch,controller.r_yaw,controller.cmd_thrust,controller.cmd_roll,controller.cmd_pitch,controller.cmd_yaw,controller.accelz
3286.0,-0.0016215092036873102,0.0004825704963877797,0.003177151083946228,0.0,0.0,0.0,0.0,1.0112885236740112
3288.0,-0.0007837012526579201,0.0033913713414222,0.0021050297655165195,0.0,0.0,0.0,0.0,1.0112338066101074
3290.0,0.0010745703475549817,0.0030817079823464155,-0.002324180444702506,0.0,0.0,0.0,0.0,1.0106000900268555
3292.0,-0.0002412137546343729,0.0007147436263039708,-0.00382844521664083,0.0,0.0,0.0,0.0,1.0101683139801025
3294.0,-0.002801134716719389,0.0007545683183707297,-0.00385912018828094,0.0,0.0,0.0,0.0,1.0102694034576416
3296.0,-0.0026057374197989702,0.0005574456881731749,-0.0023290691897273064,0.0,0.0,0.0,0.0,1.0101995468139648
3298.0,-0.0019874153658747673,0.0004195273795630783,0.0003252538444940001,0.0,0.0,0.0,0.0,1.009792685508728
3300.0,-0.0032577351666986942,0.0001824769569793716,0.00024318171199411154,0.0,0.0,0.0,0.0,1.0091296434402466
3302.0,-0.0025486128870397806,-0.0005552528309635818,-0.0011813970049843192,0.0,0.0,0.0,0.0,1.008363962173462
3304.0,-0.0014566918835043907,0.0018529793014749885,-0.0016339948633685708,0.0,0.0,0.0,0.0,1.0077803134918213
3306.0,-0.0011596149997785687,0.005237190052866936,-0.001569603569805622,0.0,0.0,0.0,0.0,1.008111834526062
3308.0,-0.0015626911772415042,0.004883458372205496,-0.0025945925153791904,0.0,0.0,0.0,0.0,1.0090442895889282
3310.0,-0.0017243241891264915,0.002908456837758422,-0.0013618593802675605,0.0,0.0,0.0,0.0,1.009806513786316
3312.0,-0.001094762934371829,0.0009316255454905331,-0.0003003024321515113,0.0,0.0,0.0,0.0,1.010364055633545
3314.0,-0.001216101343743503,-0.0010364009067416191,-6.630263669649139e-05,0.0,0.0,0.0,0.0,1.010555624961853
3316.0,-0.0032602911815047264,-0.00105453678406775,-0.0006425298633985221,0.0,0.0,0.0,0.0,1.0106573104858398
3318.0,-0.0027656240854412317,3.628671038313769e-05,-0.0006263029063120484,0.0,0.0,0.0,0.0,1.0109460353851318
3320.0,-0.000983923440799117,-0.00016822089673951268,-0.0019117336487397552,0.0,0.0,0.0,0.0,1.011183500289917
3322.0,-0.0006425431347452104,-0.0018129561794921756,-0.003860275261104107,0.0,0.0,0.0,0.0,1.0113455057144165
3324.0,-0.0018485765904188156,-0.0024772093165665865,-0.0030090310610830784,0.0,0.0,0.0,0.0,1.0113102197647095
3326.0,-0.002625704277306795,-0.0009534408454783261,-0.002003620145842433,0.0,0.0,0.0,0.0,1.0110406875610352
3328.0,-0.0021565770730376244,0.002701486460864544,-0.0013160856906324625,0.0,0.0,0.0,0.0,1.0105692148208618
3330.0,-0.003021961310878396,0.0038665379397571087,-0.0015346513828262687,0.0,0.0,0.0,0.0,1.009798288345337
3332.0,-0.0028885023202747107,0.0018188497051596642,-0.0016800320008769631,0.0,0.0,0.0,0.0,1.0082167387008667
3334.0,-0.0028464088682085276,-0.00028906241641379893,0.0002694562135729939,0.0,0.0,0.0,0.0,1.0063707828521729
3336.0,-0.0030678692273795605,-0.0023325805086642504,0.002368651330471039,0.0,0.0,0.0,0.0,1.0046738386154175
3338.0,-0.0013928889529779553,-0.003124983049929142,0.0056601339019834995,0.0,0.0,0.0,0.0,1.0031230449676514
3340.0,0.0006878949352540076,-0.0021827793680131435,0.0052391462959349155,0.0,0.0,0.0,0.0,1.0017013549804688
3342.0,0.0010134890908375382,0.00037922506453469396,-7.778622966725379e-05,0.0,0.0,0.0,0.0,1.0006293058395386
3344.0,0.0015811693156138062,-0.0007413767161779106,-0.001160979620181024,0.0,0.0,0.0,0.0,1.00016188621521
3346.0,0.003678015200421214,-0.007137741427868605,0.001027273596264422,0.0,0.0,0.0,0.0,0.9997607469558716
3348.0,0.0036654106806963682,-0.009507152251899242,0.0038616121746599674,0.0,0.0,0.0,0.0,0.999275267124176
3350.0,0.0014206917257979512,-0.004917266312986612,0.004808019381016493,0.0,0.0,0.0,0.0,0.9990012645721436
3352.0,-0.0009398179827257991,0.00020144315203651786,0.002844131551682949,0.0,0.0,0.0,0.0,0.9988806843757629
3354.0,-0.002349372487515211,0.00134247203823179,0.000489182595629245,0.0,0.0,0.0,0.0,0.9988009333610535
3356.0,-0.0017864216351881623,-8.90643714228645e-05,-0.0015048664063215256,0.0,0.0,0.0,0.0,0.9986746311187744
3358.0,-3.055534034501761e-05,-0.0010614600032567978,-0.0011261673644185066,0.0,0.0,0.0,0.0,0.9986362457275391
3360.0,-6.177501199999824e-05,0.00036905333399772644,0.0016957808984443545,0.0,0.0,0.0,0.0,0.998765766620636
3362.0,-0.0009781725239008665,0.0006000782595947385,0.0035969445016235113,0.0,0.0,0.0,0.0,0.9990918040275574
3364.0,0.000338940997608006,-0.001751223229803145,0.0008452976471744478,0.0,0.0,0.0,0.0,0.9994878172874451
3366.0,0.001727258670143783,-0.0016708818729966879,-0.004216998349875212,0.0,0.0,0.0,0.0,1.0001696348190308
3368.0,0.002072748728096485,0.000533650687430054,-0.006283544469624758,0.0,0.0,0.0,0.0,1.000925898551941
3370.0,0.0025929459370672703,-0.0008262681658379734,-0.0036436596419662237,0.0,0.0,0.0,0.0,1.0013271570205688
3372.0,0.0024073924869298935,-0.004647114779800177,0.0011145262978971004,0.0,0.0,0.0,0.0,1.0011982917785645
3374.0,0.001400987384840846,-0.00647099781781435,0.00017037894576787949,0.0,0.0,0.0,0.0,1.0010682344436646
3376.0,1.7623044186620973e-05,-0.0035246105398982763,-0.0027353931218385696,0.0,0.0,0.0,0.0,1.0011049509048462
3378.0,0.001111045596189797,-0.0017328787362203002,-0.001186405774205923,0.0,0.0,0.0,0.0,1.0010628700256348
3380.0,0.001021339325234294,-0.0010024704970419407,0.001671978970989585,0.0,0.0,0.0,0.0,1.0009783506393433
3382.0,-0.0012812860077247024,0.001538100652396679,0.0005384628311730921,0.0,0.0,0.0,0.0,1.0006413459777832
3384.0,-0.003094601910561323,0.001283959485590458,-0.00098138814792037,0.0,0.0,0.0,0.0,1.0001535415649414
3386.0,-0.003503521904349327,-0.001629955368116498,-0.001103979186154902,0.0,0.0,0.0,0.0,0.9999983906745911
3388.0,-0.00026567484019324183,-0.0011928871972486377,-0.002173848683014512,0.0,0.0,0.0,0.0,1.0000808238983154
3390.0,0.0017694223206490278,0.0012041075387969613,-0.005521686282008886,0.0,0.0,0.0,0.0,1.00031578540802
3392.0,0.0013054118026047945,0.003782067447900772,-0.005755680613219738,0.0,0.0,0.0,0.0,1.0005048513412476
3394.0,-0.0015309411101043224,0.006472558714449406,-0.0002786998520605266,0.0,0.0,0.0,0.0,1.000610113143921
3396.0,-0.002929104957729578,0.005070856772363186,0.0029526047874242067,0.0,0.0,0.0,0.0,1.0008132457733154
3398.0,-0.0005039465031586587,-0.0010338538559153676,0.0029488459695130587,0.0,0.0,0.0,0.0,1.0010180473327637
3400.0,0.0010208141757175326,-0.00571488169953227,0.0037547501269727945,0.0,0.0,0.0,0.0,1.0013198852539062
3402.0,0.000928990077227354,-0.004681481048464775,0.003460132982581854,0.0,0.0,0.0,0.0,1.0015387535095215
3404.0,0.0003650891303550452,-0.001226317253895104,0.0007213263888843358,0.0,0.0,0.0,0.0,1.0015075206756592
3406.0,0.0015203631483018398,0.0010577836073935032,-0.0022322640288621187,0.0,0.0,0.0,0.0,1.0012211799621582
