tick,acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z,baro.asl,baro.temp,baro.pressure,controller.cmd_thrust
5789.0,-0.003888921346515417,-0.009425317868590355,1.0107409954071045,-0.06277794390916824,0.11408060789108276,0.0641627386212349,505.142822265625,23.68505096435547,958.8822631835938,0.0
5793.0,-0.003823471488431096,-0.008557206951081753,1.0105345249176025,-0.04204870015382767,0.07127047330141068,0.10473169386386871,505.142822265625,23.68505096435547,958.8822631835938,0.0
5797.0,-0.004534847568720579,-0.00880604237318039,1.0102804899215698,0.1874803900718689,-0.3201095759868622,-0.264147013425827,505.142822265625,23.68666648864746,958.882568359375,0.0
5801.0,-0.004689233377575874,-0.009350820444524288,1.0101137161254883,0.06683928519487381,-0.15125715732574463,-0.13382874429225922,505.142822265625,23.68666648864746,958.882568359375,0.0
5805.0,-0.004817663226276636,-0.009303746744990349,1.010937213897705,-0.03799925372004509,0.16413268446922302,0.006541695911437273,505.142822265625,23.68666648864746,958.882568359375,0.0
5809.0,-0.0042918347753584385,-0.008696499280631542,1.011141061782837,0.10693883895874023,-0.13136830925941467,0.11789177358150482,505.142822265625,23.68666648864746,958.882568359375,0.0
5813.0,-0.004605574533343315,-0.008005783893167973,1.0102134943008423,-0.15850652754306793,-0.16241315007209778,0.10400037467479706,505.142822265625,23.68666648864746,958.882568359375,0.0
5817.0,-0.005078980699181557,-0.008250168524682522,1.0104618072509766,0.09885881841182709,0.29605501890182495,-0.1661294400691986,505.0608215332031,23.690086364746094,958.8914794921875,0.0
5821.0,-0.004693665076047182,-0.008615444414317608,1.009940505027771,0.029729770496487617,-0.0933249294757843,-0.08706801384687424,505.0608215332031,23.690086364746094,958.8914794921875,0.0
5825.0,-0.004300374072045088,-0.008305806666612625,1.0103670358657837,-0.0440516360104084,-0.31681883335113525,-0.11779247969388962,505.0608215332031,23.690086364746094,958.8914794921875,0.0
5829.0,-0.003965620417147875,-0.008914344944059849,1.0104552507400513,0.07453016191720963,0.3759450912475586,0.06716646254062653,505.0608215332031,23.690086364746094,958.8914794921875,0.0
5833.0,-0.0030883527360856533,-0.009082644246518612,1.009818434715271,0.01509581133723259,0.1285787671804428,0.2603567838668823,505.0608215332031,23.690086364746094,958.8914794921875,0.0
5837.0,-0.002573970705270767,-0.008818695321679115,1.0105572938919067,-0.01674562692642212,0.014867757447063923,-0.08894449472427368,505.0936279296875,23.691547393798828,958.887939453125,0.0
5841.0,-0.0026049534790217876,-0.008973241783678532,1.011622428894043,-0.00810092780739069,0.027088122442364693,0.198856383562088,505.0936279296875,23.691547393798828,958.887939453125,0.0
5845.0,-0.0027378296945244074,-0.0097074368968606,1.011582612991333,0.3250092566013336,0.14517727494239807,0.15554462373256683,505.0936279296875,23.691547393798828,958.887939453125,0.0
5849.0,-0.003147285431623459,-0.010185700841248035,1.0105594396591187,0.25646230578422546,0.19983045756816864,0.029575908556580544,505.0936279296875,23.691547393798828,958.887939453125,0.0
5853.0,-0.0031627723947167397,-0.009694903157651424,1.009285569190979,-0.17593036592006683,-0.06759139150381088,-0.031247874721884727,505.0936279296875,23.691547393798828,958.887939453125,0.0
5857.0,-0.003948010969907045,-0.00952081847935915,1.0090969800949097,0.23540298640727997,-0.06434544175863266,0.011933204717934132,505.16473388671875,23.69264793395996,958.8801879882812,0.0
5861.0,-0.004442550241947174,-0.009468864649534225,1.0072884559631348,-0.03441227972507477,0.10573118925094604,0.03981221467256546,505.16473388671875,23.69264793395996,958.8801879882812,0.0
5865.0,-0.004389483015984297,-0.009501689113676548,1.003687858581543,-0.18409116566181183,-0.1374209076166153,-0.06133377552032471,505.16473388671875,23.69264793395996,958.8801879882812,0.0
5869.0,-0.0037282276898622513,-0.009756703861057758,1.0006277561187744,0.03403976559638977,-0.08748767524957657,0.1539781093597412,505.16473388671875,23.69264793395996,958.8801879882812,0.0
5873.0,-0.0028587530832737684,-0.010031219571828842,0.9992461800575256,0.011846614070236683,-0.05487324669957161,-0.010038210079073906,505.16473388671875,23.69264793395996,958.8801879882812,0.0
5877.0,-0.002404379192739725,-0.009303084574639797,0.9995338320732117,0.09846530109643936,-0.3301255404949188,-0.034167587757110596,505.0990905761719,23.693471908569336,958.8872680664062,0.0
5881.0,-0.002160000381991267,-0.00876073818653822,0.9997654557228088,-0.05007197707891464,0.2433793842792511,0.14362002909183502,505.0990905761719,23.693471908569336,958.8872680664062,0.0
5885.0,-0.0023151130881160498,-0.00802020262926817,1.000229001045227,0.16476614773273468,0.2739574909210205,0.011766401119530201,505.0990905761719,23.693471908569336,958.8872680664062,0.0
5889.0,-0.003254830837249756,-0.00854435283690691,1.0015686750411987,-0.05180077627301216,-0.046446528285741806,-0.0021432649809867144,505.0990905761719,23.693471908569336,958.8872680664062,0.0
5893.0,-0.004280614200979471,-0.009116776287555695,1.0025912523269653,-0.15319333970546722,0.016484538093209267,0.09347926080226898,505.0990905761719,23.693471908569336,958.8872680664062,0.0
5897.0,-0.0036566904745996,-0.009524703957140446,1.0029412508010864,-0.05067100375890732,-0.2827877402305603,0.002697322517633438,505.142822265625,23.692991256713867,958.8822631835938,0.0
5901.0,-0.002940109698101878,-0.009693372063338757,1.0026090145111084,0.007277149707078934,0.008323105052113533,-0.15608781576156616,505.142822265625,23.692991256713867,958.8822631835938,0.0
5905.0,-0.003454673569649458,-0.009551971219480038,1.0015331506729126,0.184946671128273,-0.06711673736572266,0.03509931266307831,505.142822265625,23.692991256713867,958.8822631835938,0.0
5909.0,-0.004053224343806505,-0.008901978842914104,1.0002696514129639,-0.08707043528556824,0.3971163034439087,0.20250914990901947,505.142822265625,23.692991256713867,958.8822631835938,0.0
5913.0,-0.004264249000698328,-0.00836385227739811,0.9995433688163757,0.07716000825166702,0.34338614344596863,0.3288557231426239,505.142822265625,23.692991256713867,958.8822631835938,0.0
5917.0,-0.004040960222482681,-0.00807518232613802,0.9995754957199097,0.03210053965449333,-0.22660723328590393,0.15582090616226196,505.1701965332031,23.692630767822266,958.879638671875,0.0
5921.0,-0.0043378253467381,-0.008283100090920925,0.9992890954017639,0.17349041998386383,-0.45510467886924744,-0.06741753220558167,505.1701965332031,23.692630767822266,958.879638671875,0.0
5925.0,-0.004020621068775654,-0.008866549469530582,0.9982932209968567,0.08411969244480133,-0.16041293740272522,-0.1818954348564148,505.1701965332031,23.692630767822266,958.879638671875,0.0
5929.0,-0.0037430529482662678,-0.009170583449304104,0.9976293444633484,0.17233093082904816,0.08573910593986511,-0.053342994302511215,505.1701965332031,23.692630767822266,958.879638671875,0.0
