Timestamp,INDI_Outer.az_reference,INDI_Outer.az_computed,INDI_Outer.az_measured
25681,-0.07548895478248596,-0.03325043246150017,-0.1241866797208786
25701,-0.06754986196756363,-0.04169885441660881,0.0017512411577627063
25721,-0.05293108895421028,-0.04556659236550331,-0.0896226167678833
25741,-0.04594046249985695,-0.0452105887234211,-0.08095470070838928
25761,-0.1963643729686737,-0.05700228363275528,-0.045580215752124786
25781,-0.19974395632743835,-0.09117898344993591,-0.0014360762434080243
25801,-0.1562582552433014,-0.11513587832450867,-0.09221059828996658
25821,-0.15134403109550476,-0.12293104082345963,-0.2373899519443512
25841,-0.13621264696121216,-0.12556566298007965,-0.1478433459997177
25861,-0.054162364453077316,-0.11072199046611786,-0.13716399669647217
25881,-0.03452622517943382,-0.09227761626243591,-0.15419575572013855
25901,0.0009920867159962654,-0.0706155002117157,-0.05221680924296379
25921,0.011118925176560879,-0.04999880492687225,-0.10958267003297806
25941,0.027702804654836655,-0.03180843964219093,-0.0662735179066658
25961,0.03071795217692852,-0.015574169345200062,-0.0021330644376575947
25981,-0.05247606337070465,-0.008066614158451557,0.014184760861098766
26001,-0.0582442581653595,-0.01938648335635662,0.012236468493938446
26021,-0.0670582503080368,-0.029770072549581528,0.09376069158315659
26041,-0.06290613859891891,-0.03788616508245468,0.04536036029458046
26061,-0.06858402490615845,-0.04376428946852684,-0.017056329175829887
26081,-0.055165547877550125,-0.04563453048467636,0.09004127979278564
26101,-0.054691821336746216,-0.04730485379695892,-0.025662261992692947
26121,-0.010168165899813175,-0.042214300483465195,-0.04740221053361893
26141,-0.002668036613613367,-0.03263729438185692,-0.09874778240919113
26161,0.010320800356566906,-0.02280295453965664,-0.1483064442873001
26181,0.017081204801797867,-0.013029254041612148,-0.05902179703116417
27049,-0.007045255042612553,0.002559622284024954,-0.04511360824108124
27069,-0.004698457196354866,0.0007993647013790905,-0.0021927058696746826
27089,5.275709554553032e-05,6.5954627643805e-05,0.06899890303611755
27109,0.006435953546315432,0.0013013806892558932,-0.017755655571818352
27129,0.011836313642561436,0.0036938092671334743,0.04640408977866173
27149,-0.07840968668460846,-0.01098781917244196,0.04790857806801796
27169,-0.08233494311571121,-0.028690731152892113,0.0952371135354042
27189,-0.020647816359996796,-0.033752501010894775,0.08236797899007797
27209,-0.027528051286935806,-0.030736230313777924,0.054862089455127716
27229,0.04061996936798096,-0.023592965677380562,-0.03157496452331543
27249,0.051910124719142914,-0.0051423972472548485,-0.17160643637180328
27269,-0.013911649584770203,0.009895882569253445,0.004933880642056465
27289,-0.010373758152127266,0.00393348652869463,0.00881409365683794
27309,-0.013227482326328754,5.261425030766986e-05,0.07021979987621307
27329,-0.09990602731704712,-0.02148446813225746,0.039383336901664734
27349,-0.10054908692836761,-0.04110110178589821,-0.006925442721694708
27369,-0.06337225437164307,-0.04919513314962387,-0.041877761483192444
27389,-0.062003400176763535,-0.05140386149287224,-0.013134016655385494
27409,-0.05712112411856651,-0.05241059884428978,-0.1389438807964325
27429,-0.04178290069103241,-0.049935441464185715,-0.2159353494644165
27449,0.003721979446709156,-0.04202837124466896,-0.07990454137325287
27469,0.01825646497309208,-0.02746039628982544,-0.14874382317066193
27489,0.03465837240219116,-0.012518593110144138,-0.10655615478754044
27509,-0.03129473701119423,-0.016186384484171867,0.04289868474006653
27529,-0.03184626251459122,-0.019830947741866112,-0.02808534726500511
27549,0.02007978968322277,-0.012792566791176796,-0.04349860921502113
27569,0.02434471622109413,-0.0034628144931048155,0.044190917164087296
27589,0.08764401823282242,0.01050136424601078,0.01987585611641407
27609,0.0885625034570694,0.029859712347388268,0.0632171779870987
27629,-0.03364572301506996,0.036960091441869736,0.05925627052783966
27649,-0.038150109350681305,0.017527135089039803,0.05128592997789383
27669,-0.03768250718712807,0.0029356081504374743,0.0700613409280777
27689,-0.11561285704374313,-0.02645767480134964,-0.1765613555908203
27709,-0.1055302768945694,-0.04654872044920921,-0.04397574067115784
27729,-0.1707758754491806,-0.07272515445947647,-0.02696852944791317
27749,-0.16750794649124146,-0.09559192508459091,-0.09388874471187592
27769,-0.20403265953063965,-0.11658332496881485,-0.08261765539646149
27789,-0.19450174272060394,-0.13479577004909515,-0.14389647543430328
27809,-0.15305988490581512,-0.14313477277755737,-0.14762349426746368
27829,-0.13235987722873688,-0.1395471841096878,-0.1649990826845169
27849,-0.11401768028736115,-0.13153471052646637,-0.13346971571445465
27869,-0.015299036167562008,-0.1019618958234787,-0.15199486911296844
27889,0.0014216359704732895,-0.07518208026885986,-0.09971140325069427
27909,0.0389808788895607,-0.04716506227850914,0.024278810247778893
27929,0.04316626116633415,-0.023835385218262672,0.14334683120250702
27949,-0.0026263436302542686,-0.012923077680170536,0.0076773944310843945
27969,-0.001141102984547615,-0.009526876732707024,0.018770731985569
27989,-0.04537201672792435,-0.011981448158621788,0.06712779402732849
