Timestamp,INDI_Outer.az_reference,INDI_Outer.az_computed,INDI_Outer.az_measured
28809,0.05277889221906662,-0.01252654381096363,0.011972174979746342
28829,0.05964222550392151,0.005134661216288805,0.023568958044052124
28849,0.06269866973161697,0.019175218418240547,0.057007431983947754
28869,0.06010361388325691,0.028986454010009766,0.04711686447262764
28889,0.0601939857006073,0.036246851086616516,0.02533130906522274
28909,0.06742719560861588,0.04274449124932289,0.02778012305498123
28929,0.0664655938744545,0.04788715019822121,0.09284794330596924
28949,0.04125121235847473,0.04763725772500038,0.09322216361761093
28969,0.03424791991710663,0.04399973526597023,0.08653412014245987
28989,0.053603947162628174,0.0419713519513607,0.14652830362319946
29009,0.04839823395013809,0.04297379031777382,0.09643813222646713
29029,-0.04108666628599167,0.040210921317338943,0.04614038020372391
29049,-0.048409029841423035,0.01791512221097946,0.07543902844190598
29069,-0.05551912263035774,-0.0002531154314056039,-0.006199218332767487
29089,-0.06315094232559204,-0.01709350384771824,0.09504006057977676
29109,-0.06948024034500122,-0.029530031606554985,-0.02889460138976574
29129,-0.03339679539203644,-0.03243250399827957,-0.09089146554470062
29149,-0.030549418181180954,-0.03114480711519718,-0.1558201164007187
29169,-0.028234029188752174,-0.02958051487803459,-0.1026431992650032
29189,-0.020641854032874107,-0.027426697313785553,-0.10759227722883224
29209,0.013598032295703888,-0.021443478763103485,0.0023622752632945776
29229,0.011591067537665367,-0.01248694583773613,-0.008281996473670006
29249,0.014001896604895592,-0.005769786424934864,0.03217371925711632
29269,0.012583259493112564,-0.0009842915460467339,0.0037223375402390957
29289,0.014372267760336399,0.0026759279426187277,0.031101342290639877
29309,0.02570970170199871,0.008197921328246593,0.09118616580963135
29329,0.018924862146377563,0.011187969706952572,0.09147267788648605
29349,-0.056301288306713104,-0.0011740692425519228,0.03921493887901306
29369,-0.05889467895030975,-0.01562021765857935,0.05535208433866501
29389,-0.1450500339269638,-0.038528528064489365,-0.04586205258965492
29409,-0.14668776094913483,-0.06482291221618652,-0.049824126064777374
29429,-0.0872574895620346,-0.07913651317358017,-0.16986161470413208
29449,-0.07600267231464386,-0.07743727415800095,-0.06663487106561661
29469,-0.06346331536769867,-0.07423634827136993,-0.06948129832744598
29489,-0.05726424604654312,-0.0689103826880455,-0.14364854991436005
29509,-0.04782441258430481,-0.06252238154411316,-0.0896495133638382
29529,-0.07777543365955353,-0.0647171139717102,-0.1423925757408142
29549,-0.06738266348838806,-0.06490187346935272,-0.08528397977352142
29569,0.031141206622123718,-0.04643159732222557,-0.035939328372478485
29589,0.04232185333967209,-0.024239694699645042,-0.07644065469503403
29609,0.0957852154970169,0.0007259082049131393,0.04194558784365654
29629,0.0972796231508255,0.024948397651314735,0.01230897381901741
29649,0.03813285380601883,0.03797225281596184,0.06541865319013596
29669,0.03802214562892914,0.03716053068637848,0.07002801448106766
29689,0.03504832834005356,0.03610851988196373,0.07645351439714432
29709,0.028776274994015694,0.03414599597454071,0.1243094727396965
29729,0.018283061683177948,0.030387038365006447,0.14287203550338745
29749,-0.05415394529700279,0.010696914978325367,0.0462830513715744
29769,-0.06041620671749115,-0.006995695643126965,-0.06943802535533905
29789,-0.04597250372171402,-0.01781429722905159,-0.17202626168727875
31246,-0.11227447539567947,-0.05994998663663864,-0.002341225277632475
31266,-0.11141224205493927,-0.0719846710562706,-0.05226358398795128
31286,-0.12555015087127686,-0.08093060553073883,0.05262903496623039
31306,-0.12672120332717896,-0.09092897921800613,-0.00610098522156477
31326,-0.12325437366962433,-0.09784279763698578,-0.059381984174251556
31346,-0.010734561830759048,-0.07552564889192581,-0.22631531953811646
31366,0.0052693928591907024,-0.05535121634602547,-0.18687117099761963
31386,0.019676540046930313,-0.03699764236807823,-0.04721977561712265
31406,0.030443379655480385,-0.020963530987501144,-0.04081590473651886
31426,0.003418675623834133,-0.012216759845614433,-0.06579521298408508
31446,0.00925371889024973,-0.0070962258614599705,-0.021672120317816734
31466,0.046333376318216324,0.0014062350383028388,-0.010894532315433025
31486,0.05257171392440796,0.013285227119922638,0.004767234902828932
31506,0.011814585886895657,0.02097160927951336,0.04976916313171387
31526,0.0070298719219863415,0.017870722338557243,0.1402665227651596
31546,-0.0018870108760893345,0.013590944930911064,-0.012295525521039963
31566,0.09524431824684143,0.034508559852838516,-0.03352793678641319
31586,0.09792044013738632,0.04963211342692375,0.025428373366594315
31606,0.04324634000658989,0.04972430691123009,0.07923094183206558
31626,0.034209225326776505,0.046409476548433304,0.08789534866809845
31646,0.048337336629629135,0.04489513486623764,0.1391187161207199
31666,0.03871018439531326,0.044423140585422516,0.1569550633430481
31686,-0.029258055612444878,0.03616559877991676,0.14722412824630737
31706,-0.039076320827007294,0.01760544255375862,0.05880720540881157
31726,-0.09298745542764664,0.0009326933650299907,0.0628090426325798
31746,-0.09694479405879974,-0.023393873125314713,-0.08287259191274643
31766,-0.10261771082878113,-0.042000483721494675,-0.05987899750471115
31786,-0.13505658507347107,-0.06353394687175751,-0.027684228494763374
31806,-0.13196831941604614,-0.08020635694265366,-0.18099355697631836
31826,-0.12686924636363983,-0.0919477641582489,-0.13244295120239258
31846,-0.10921824723482132,-0.09759431332349777,-0.22000032663345337
31866,-0.1015472263097763,-0.09817950427532196,-0.17886866629123688
32308,0.08097200840711594,0.09226556867361069,0.0561075434088707
32328,0.07379522919654846,0.08658769726753235,0.06658809632062912
32348,0.0474783219397068,0.07912993431091309,0.035399630665779114
32368,0.047667790204286575,0.06956776231527328,0.009553181007504463
32388,0.04573820158839226,0.06297935545444489,-0.006641267798841
32408,0.04031592980027199,0.0569133423268795,0.05902179703116417
32428,0.03409048914909363,0.05101636424660683,0.09740000218153
32448,-0.009893365204334259,0.03728647902607918,0.05456504970788956
32468,-0.013034431263804436,0.024159599095582962,-0.0019786979537457228
32488,-0.03516142815351486,0.010931194759905338,0.0056244367733597755
32508,-0.03031572699546814,-0.000638078257907182,-0.09602414816617966
32528,-0.001060491893440485,-0.005527375731617212,-0.07757150381803513
32548,0.009937691502273083,-0.002685071434825659,0.015886886045336723
32568,0.05141901969909668,0.003162807086482644,-0.024522054940462112
32588,0.06124039739370346,0.01651262678205967,0.05972346290946007
32608,0.0567031130194664,0.02677723579108715,0.08251766860485077
32628,-0.019489876925945282,0.015638360753655434,0.04378804564476013
32648,-0.02392970398068428,0.005847962107509375,0.10790686309337616
32668,-0.015243498608469963,0.0004206960438750684,-0.021403148770332336
32688,-0.01946633867919445,-0.003781883744522929,0.04444819688796997
32708,-0.011643237434327602,-0.006215980742126703,0.021555176004767418
32728,-0.020289454609155655,-0.008405202999711037,-0.03547623008489609
32748,-0.04004214331507683,-0.013216434977948666,-0.07055484503507614
32768,-0.04037611931562424,-0.019506119191646576,-0.06635186821222305
32788,-0.010165841318666935,-0.023204762488603592,-0.0587037093937397
32808,-0.002154739573597908,-0.01854131929576397,-0.07770014554262161
32828,0.013951363041996956,-0.011579880490899086,-0.11022353172302246
32848,0.007201690226793289,-0.007812676951289177,0.04721451550722122
32868,0.005265446379780769,-0.0040280576795339584,0.0393979549407959
32888,-0.03960464149713516,-0.010738777928054333,0.04871607944369316
32908,-0.038215696811676025,-0.017846012488007545,-0.012468603439629078
32928,-0.007489602081477642,-0.01818382553756237,-0.025064675137400627
32948,-0.0015888101188465953,-0.014646257273852825,-0.027818715199828148
32968,-0.01778223365545273,-0.012788557447493076,-0.008244574069976807
32988,-0.018315577879548073,-0.013970156200230122,0.09895418584346771
33008,-0.002642288338392973,-0.015100974589586258,-0.010824366472661495
33028,-0.002067431341856718,-0.011535975150763988,-0.08233113586902618
33048,0.007003080099821091,-0.007901533506810665,-0.2171199917793274
33068,-0.04800429195165634,-0.018163790926337242,-0.08325967937707901
33088,-0.04335356503725052,-0.024396825581789017,0.01364096999168396
33108,-0.07860282063484192,-0.035965219140052795,0.04431254044175148
33128,-0.08277656137943268,-0.046491388231515884,0.02944657951593399
