tick,controller.r_roll,controller.r_pitch,controller.r_yaw,controller.cmd_thrust,controller.cmd_roll,controller.cmd_pitch,controller.cmd_yaw,controller.accelz
3286.0,-0.004052434582263231,0.002202483592554927,-0.0043870555236935616,0.0,0.0,0.0,0.0,1.009552240371704
3288.0,-0.0028583845123648643,0.0036271752323955297,-0.003540107049047947,0.0,0.0,0.0,0.0,1.0095210075378418
3290.0,-0.0006365081062540412,0.001313459943048656,0.0019421438919380307,0.0,0.0,0.0,0.0,1.009158730506897
3292.0,-0.001507243956439197,0.001843841397203505,0.00540661858394742,0.0,0.0,0.0,0.0,1.0088965892791748
3294.0,-0.002260791603475809,0.0014172946102917194,0.004651926923543215,0.0,0.0,0.0,0.0,1.0087485313415527
3296.0,-0.00010488650150364265,-0.0018000865820795298,0.0023159151896834373,0.0,0.0,0.0,0.0,1.0089161396026611
3298.0,0.0029265147168189287,-0.005694854073226452,0.0015380902914330363,0.0,0.0,0.0,0.0,1.0092459917068481
3300.0,0.0027013453654944897,-0.00709367822855711,0.0034276030492037535,0.0,0.0,0.0,0.0,1.009752869606018
3302.0,0.0015844475710764527,-0.005008511710911989,0.0039036308880895376,0.0,0.0,0.0,0.0,1.0104975700378418
3304.0,0.000629762711469084,-0.0023937493097037077,0.0021768854930996895,0.0,0.0,0.0,0.0,1.011191725730896
3306.0,0.00020460394443944097,-0.0018442819127812982,0.00040803331648930907,0.0,0.0,0.0,0.0,1.011006236076355
3308.0,0.00017001319793052971,-0.0016667116433382034,0.0003945374337490648,0.0,0.0,0.0,0.0,1.0102187395095825
3310.0,-0.0005737296887673438,-0.00112161913421005,0.0013815350830554962,0.0,0.0,0.0,0.0,1.0097705125808716
3312.0,-0.00029524447745643556,-0.003832022426649928,0.0012927402276545763,0.0,0.0,0.0,0.0,1.0098110437393188
3314.0,-0.0012409595074132085,-0.005990311037749052,0.0004945528344251215,0.0,0.0,0.0,0.0,1.0101611614227295
3316.0,-0.0028554704040288925,-0.0024137673899531364,-0.000210156460525468,0.0,0.0,0.0,0.0,1.0104575157165527
3318.0,-0.0015484398463740945,0.001361770904622972,0.0012343517737463117,0.0,0.0,0.0,0.0,1.0103881359100342
3320.0,0.0016901463968679309,0.0009527049260213971,0.0021227237302809954,0.0,0.0,0.0,0.0,1.0102746486663818
3322.0,0.003567078849300742,-0.0009264764958061278,0.0020022469107061625,0.0,0.0,0.0,0.0,1.0101447105407715
3324.0,0.0015028843190521002,0.0003936953726224601,0.0015720740193501115,0.0,0.0,0.0,0.0,1.009763240814209
3326.0,0.0002572837402112782,0.0035521506797522306,-0.0006351611809805036,0.0,0.0,0.0,0.0,1.0093464851379395
3328.0,0.000853370875120163,0.0031532275024801493,-0.0021968160290271044,0.0,0.0,0.0,0.0,1.0090765953063965
3330.0,0.00025683167041279376,-0.000604872009716928,-0.0003596125461626798,0.0,0.0,0.0,0.0,1.0088456869125366
3332.0,0.0007269955822266638,-0.004274206236004829,0.0015112850815057755,0.0,0.0,0.0,0.0,1.0079095363616943
3334.0,0.0017252872930839658,-0.004848245531320572,0.0025452461559325457,0.0,0.0,0.0,0.0,1.00648033618927
3336.0,0.0013953709276393056,-0.0029979341197758913,0.0027365696150809526,0.0,0.0,0.0,0.0,1.0049090385437012
3338.0,0.0008142991573549807,-0.0019177081994712353,0.0018984342459589243,0.0,0.0,0.0,0.0,1.0032905340194702
3340.0,0.000215411841054447,-0.0025989513378590345,0.0031262359116226435,0.0,0.0,0.0,0.0,1.0018590688705444
3342.0,-0.0005793087184429169,-0.003588618477806449,0.00305671663954854,0.0,0.0,0.0,0.0,1.000732660293579
3344.0,0.0013035301817581058,-0.00369339925237,0.002148818224668503,0.0,0.0,0.0,0.0,1.0001376867294312
3346.0,0.0024611284025013447,-0.003039625007659197,0.0023581786081194878,0.0,0.0,0.0,0.0,0.9998301267623901
3348.0,0.001160917105153203,-0.0017727124504745007,0.00293425633572042,0.0,0.0,0.0,0.0,0.9994046092033386
3350.0,-0.0006555452127940953,0.0006401789141818881,0.0018351107137277722,0.0,0.0,0.0,0.0,0.9985275268554688
3352.0,-0.0022926446981728077,0.0017702195327728987,-0.00039830474997870624,0.0,0.0,0.0,0.0,0.997488260269165
3354.0,-0.0013460261980071664,0.0020727242808789015,-0.00047947297571226954,0.0,0.0,0.0,0.0,0.9970999956130981
3356.0,0.0009032936650328338,-0.0007000294863246381,0.0013063347432762384,0.0,0.0,0.0,0.0,0.9969620108604431
3358.0,0.0017631540540605783,-0.0022298225667327642,0.0044026761315763,0.0,0.0,0.0,0.0,0.9965209364891052
3360.0,0.001317561138421297,-0.000936000666115433,0.004350987728685141,0.0,0.0,0.0,0.0,0.9961184859275818
3362.0,0.000861280073877424,-0.0007275153184309602,0.002291313372552395,0.0,0.0,0.0,0.0,0.9959494471549988
3364.0,0.0008390808943659067,-0.002180572599172592,0.00034798297565430403,0.0,0.0,0.0,0.0,0.9960901141166687
3366.0,0.0013717859983444214,-0.0012396350502967834,-0.0009171066922135651,0.0,0.0,0.0,0.0,0.9966322779655457
3368.0,0.001589552965015173,-0.0007782055763527751,-0.0008318254840560257,0.0,0.0,0.0,0.0,0.9971606731414795
3370.0,4.493604865274392e-05,-0.0012482940219342709,-0.000795860483776778,0.0,0.0,0.0,0.0,0.9973320364952087
3372.0,-0.002606995403766632,-0.0006963244522921741,-0.0006512358668260276,0.0,0.0,0.0,0.0,0.9974002838134766
3374.0,-0.0019724813755601645,0.0005832712049596012,0.0005228505469858646,0.0,0.0,0.0,0.0,0.9971470236778259
3376.0,-0.001843317411839962,0.0005002507823519409,0.0007155794301070273,0.0,0.0,0.0,0.0,0.9967156052589417
