tick,controller.cmd_thrust,controller.cmd_roll,controller.cmd_pitch,controller.cmd_yaw,controller.r_roll,controller.r_pitch,controller.r_yaw,controller.accelz
3283.0,0.0,0.0,0.0,0.0,0.0010994789190590382,-0.0025274353101849556,0.0016605104319751263,1.0102901458740234
3285.0,0.0,0.0,0.0,0.0,0.0024702930822968483,0.0021394880022853613,-0.0009394803200848401,1.0096927881240845
3287.0,0.0,0.0,0.0,0.0,0.0029159935656934977,0.005969904828816652,-0.002110809786245227,1.0089730024337769
3289.0,0.0,0.0,0.0,0.0,0.0019349632784724236,0.0043671829625964165,-0.002885993802919984,1.0084056854248047
3291.0,0.0,0.0,0.0,0.0,-0.0006591742858290672,0.002473085653036833,-0.0007629139581695199,1.00825035572052
3293.0,0.0,0.0,0.0,0.0,-0.0037371297366917133,0.004186331760138273,0.0010276383254677057,1.0084704160690308
3295.0,0.0,0.0,0.0,0.0,-0.004035252146422863,0.0029472189489752054,-2.13982038985705e-05,1.00895094871521
3297.0,0.0,0.0,0.0,0.0,-0.0028762402944266796,0.0003688514116220176,-0.0012355803046375513,1.009407877922058
3299.0,0.0,0.0,0.0,0.0,-0.00311599625274539,0.001938655856065452,-0.0016132397577166557,1.0100126266479492
3301.0,0.0,0.0,0.0,0.0,-0.0020303791388869286,0.002723229583352804,-0.0007468127296306193,1.0106709003448486
3303.0,0.0,0.0,0.0,0.0,-0.001865634461864829,0.002529769903048873,0.0001381355687044561,1.0110934972763062
3305.0,0.0,0.0,0.0,0.0,-0.0019795026164501905,0.0015139032620936632,-0.0023137107491493225,1.0112782716751099
3307.0,0.0,0.0,0.0,0.0,-0.00014459030353464186,-0.0009855286916717887,-0.003462202148512006,1.0116058588027954
3309.0,0.0,0.0,0.0,0.0,-0.0010501581709831953,-0.0020612149965018034,-0.002052600961178541,1.0119271278381348
3311.0,0.0,0.0,0.0,0.0,-0.0031177587807178497,-0.0014571193605661392,-0.003398885950446129,1.0120017528533936
3313.0,0.0,0.0,0.0,0.0,-0.0027893378864973783,-0.0012765276478603482,-0.006027072202414274,1.0117300748825073
3315.0,0.0,0.0,0.0,0.0,-0.001463926862925291,-0.0010292268125340343,-0.005530842579901218,1.0112873315811157
3317.0,0.0,0.0,0.0,0.0,-0.0006612961296923459,-0.0005747210816480219,-0.0030379905365407467,1.0109896659851074
3319.0,0.0,0.0,0.0,0.0,-0.00011853910837089643,-0.0016095045721158385,-0.0019344454631209373,1.0109796524047852
3321.0,0.0,0.0,0.0,0.0,-0.0012985513312742114,-0.003549929242581129,-0.0029739034362137318,1.0107293128967285
3323.0,0.0,0.0,0.0,0.0,-0.0022664321586489677,-0.0036419688258320093,-0.0031165461987257004,1.0097013711929321
3325.0,0.0,0.0,0.0,0.0,-0.0004300658474676311,-0.0013476574094966054,-0.003980801906436682,1.0084373950958252
3327.0,0.0,0.0,0.0,0.0,-0.0006565528456121683,0.0009160313638858497,-0.0041557117365300655,1.007652997970581
3329.0,0.0,0.0,0.0,0.0,-0.004152643959969282,0.000329473550664261,-0.003988347481936216,1.0065761804580688
3331.0,0.0,0.0,0.0,0.0,-0.006703108083456755,-0.0036326665431261063,-0.0025870446115732193,1.0050565004348755
3333.0,0.0,0.0,0.0,0.0,-0.006117871962487698,-0.005437568295747042,-0.00029171700589358807,1.0036821365356445
3335.0,0.0,0.0,0.0,0.0,-0.0040473188273608685,-0.0031251630280166864,0.0001324387121712789,1.0029302835464478
3337.0,0.0,0.0,0.0,0.0,-0.0019838621374219656,-0.0013070889981463552,-0.0016583887627348304,1.0026445388793945
3339.0,0.0,0.0,0.0,0.0,0.0010874714935198426,9.059633157448843e-05,-0.003371960250660777,1.0019915103912354
3341.0,0.0,0.0,0.0,0.0,0.0022996338084340096,0.001133724581450224,-0.0031091179698705673,1.001146912574768
3343.0,0.0,0.0,0.0,0.0,0.0003960496105719358,3.1561725336359814e-05,-0.00018288189312443137,1.0007845163345337
3345.0,0.0,0.0,0.0,0.0,-0.001898844842799008,-0.0013464861549437046,0.002776794834062457,1.0008361339569092
3347.0,0.0,0.0,0.0,0.0,-0.0003902391472365707,-0.001060626469552517,0.002768202917650342,1.0009560585021973
3349.0,0.0,0.0,0.0,0.0,0.0007791962125338614,-0.00048309550038538873,-0.0011947882594540715,1.0007859468460083
3351.0,0.0,0.0,0.0,0.0,-0.003223136765882373,-0.001072835293598473,-0.0037984829396009445,1.0004037618637085
